Time,X,Y
86.37,328,312
86.48,331,312
86.61,333,312
86.72,336,313
86.84,347,313
86.95,354,314
87.06,369,315
87.19,379,315
87.31,384,317
87.42,391,316
87.53,391,315
87.65,390,314
87.76,389,314
87.87,389,315
87.98,390,315
88.09,390,315
88.21,391,316
88.33,393,316
88.45,394,317
88.56,393,317
88.68,393,317
88.79,392,317
88.91,393,317
89.02,393,317
89.14,393,317
89.25,393,317
89.37,392,316
89.49,391,314
89.6,400,316
89.72,417,316
89.84,421,316
89.96,422,317
90.06,423,317
90.16,426,317
90.28,427,319
90.4,428,320
90.52,430,320
90.63,430,320
90.75,428,319
90.86,425,317
90.97,424,315
91.09,423,317
91.2,417,318
91.31,406,317
91.43,398,316
91.53,392,314
91.66,386,314
91.78,385,312
91.89,380,313
92,368,313
92.12,354,314
92.23,349,313
92.35,347,313
92.46,342,313
92.57,340,313
92.69,333,313
92.81,324,311
92.92,315,310
93.04,309,309
93.15,305,309
93.26,303,309
93.38,301,309
93.5,298,308
93.62,292,309
93.73,287,309
93.84,279,308
93.96,262,308
94.08,245,307
94.2,230,307
94.32,213,307
94.43,203,307
94.55,196,307
94.67,190,307
94.79,180,306
94.9,174,306
95.02,170,306
95.14,166,306
95.26,162,305
95.38,160,305
95.5,159,305
95.61,158,305
95.73,158,305
95.85,158,305
95.97,158,305
96.08,158,305
96.2,158,305
96.31,158,306
96.42,156,305
96.55,154,306
96.67,154,306
96.79,154,305
96.9,153,304
97.01,152,305
97.14,152,304
97.25,153,305
97.36,153,304
97.48,152,304
97.6,153,304
97.71,151,304
97.82,150,304
97.94,149,304
98.06,151,305
98.17,152,304
98.29,151,304
98.4,153,305
98.51,152,306
98.62,155,305
98.73,162,304
98.85,171,305
98.96,179,305
99.08,186,307
99.19,188,308
99.31,187,308
99.43,186,309
99.54,184,309
99.66,179,309
99.77,176,309
99.88,172,309
100,168,309
100.11,164,308
100.23,163,308
100.35,163,308
100.46,164,309
100.56,164,309
100.68,163,309
100.8,164,310
100.92,165,310
101.04,166,311
101.15,166,311
101.26,164,310
101.38,164,309
101.51,162,308
101.63,160,308
101.74,159,308
101.85,159,308
101.97,158,308
102.09,156,308
102.21,157,308
102.32,157,308
102.45,156,308
102.57,156,309
102.68,155,309
102.79,153,308
102.91,153,308
103.02,151,306
103.14,152,305
103.26,158,304
103.37,161,305
103.49,162,305
103.61,161,305
103.73,162,305
103.84,167,305
103.96,171,305
104.08,173,305
104.19,173,306
104.31,172,305
104.42,172,306
104.53,172,306
104.64,172,306
104.75,172,306
104.86,171,305
104.97,171,305
105.09,172,305
105.21,171,305
105.32,171,305
105.43,171,305
105.55,171,305
105.66,171,305
105.77,171,305
105.89,171,305
106.01,171,305
106.13,171,305
106.25,171,305
106.36,170,305
106.47,170,305
106.59,171,305
106.71,171,305
106.82,171,305
106.93,171,305
107.04,170,305
107.15,171,305
107.27,171,306
107.39,171,305
107.51,172,307
107.63,170,308
107.74,169,306
107.86,169,306
107.97,169,305
108.09,171,305
108.21,171,305
108.33,171,305
108.44,171,305
108.56,172,305
108.67,173,305
108.79,184,305
108.9,192,305
109.02,205,305
109.15,213,306
109.26,227,306
109.38,242,308
109.5,249,309
109.61,255,309
109.73,259,311
109.85,261,310
109.96,263,310
110.07,264,310
110.19,269,311
110.3,273,313
110.43,274,313
110.55,274,313
110.67,275,314
110.78,275,315
110.9,276,315
111.01,275,315
111.14,275,315
111.25,275,314
111.37,275,314
111.48,275,314
111.59,275,313
111.7,275,313
111.82,274,313
111.94,275,313
112.06,278,316
112.18,280,321
112.28,280,322
112.41,282,323
112.53,284,324
112.65,284,324
112.77,283,323
112.88,283,323
112.99,283,322
113.11,284,321
113.22,284,321
113.34,284,321
113.46,283,319
113.58,281,319
113.69,281,323
113.8,281,326
113.92,281,329
114.04,281,331
114.16,280,330
114.27,280,329
114.4,281,328
114.51,283,333
114.62,285,341
114.75,287,347
114.86,287,349
114.97,288,349
115.09,287,348
115.2,286,345
115.31,285,351
115.44,286,359
115.57,285,365
115.69,283,371
115.81,284,379
115.92,284,385
116.02,284,391
116.13,283,394
116.25,284,396
116.37,284,396
116.47,283,397
116.6,284,397
116.71,283,397
116.83,283,397
116.94,283,397
117.06,283,397
117.18,284,395
117.29,284,395
117.4,284,395
117.51,283,393
117.62,284,392
117.74,285,392
117.86,286,396
117.98,286,399
118.09,286,401
118.21,286,401
118.33,286,401
118.44,288,406
118.56,289,407
118.68,289,407
118.79,288,407
118.91,288,405
119.03,289,404
119.15,288,401
119.27,286,401
119.4,285,407
119.52,283,414
119.63,284,420
119.74,282,425
119.85,281,426
119.97,281,426
120.09,282,426
120.2,282,425
120.33,282,426
120.45,282,426
120.57,283,425
120.68,283,424
120.8,284,425
120.92,284,433
121.03,285,438
121.14,285,442
121.27,286,444
121.39,287,444
121.51,287,444
121.63,288,444
121.75,286,439
121.86,286,442
121.98,285,444
122.09,285,444
122.22,285,444
122.33,285,440
122.45,286,435
122.57,287,435
122.68,287,433
122.8,287,433
122.92,287,431
123.03,285,429
123.14,286,429
123.26,285,431
123.38,284,431
123.49,284,431
123.61,285,430
123.72,284,431
123.83,284,431
123.94,284,431
124.06,284,431
124.17,284,431
124.29,286,429
124.4,287,427
124.52,287,426
124.64,288,425
124.76,289,421
124.88,287,415
124.99,285,410
125.1,284,401
125.22,284,393
125.33,284,389
125.45,281,379
125.56,282,371
125.68,283,363
125.79,283,353
125.91,284,342
126.03,284,333
126.15,284,325
126.26,284,322
126.38,285,320
126.49,288,318
126.61,293,313
126.73,299,310
126.84,306,309
126.96,321,308
127.08,339,309
127.21,358,310
127.31,372,310
127.42,384,312
127.54,399,312
127.66,408,312
127.77,416,313
127.89,421,312
128,422,312
128.12,424,312
128.23,424,312
128.35,424,312
128.45,424,312
128.58,423,312
128.69,423,312
128.8,424,313
128.92,423,313
129.05,423,313
129.16,424,314
129.28,425,314
129.39,426,314
129.5,430,314
129.64,431,314
129.76,432,313
129.87,432,313
129.99,432,313
130.11,431,313
130.22,428,314
130.34,428,316
130.46,429,317
130.58,426,314
130.69,420,312
130.8,410,311
130.92,404,311
131.03,399,310
131.14,385,310
131.27,375,310
131.39,364,309
131.51,361,310
131.63,360,310
131.74,353,310
131.86,343,310
131.98,337,310
132.1,328,309
132.22,317,308
132.33,311,308
132.45,307,307
132.57,306,307
132.69,304,307
132.8,304,308
132.92,303,308
133.04,301,308
133.15,300,307
133.26,295,305
133.38,293,305
133.49,291,304
133.6,289,303
133.72,289,302
133.83,289,301
133.95,288,301
134.06,287,300
134.17,286,300
134.28,286,299
134.4,288,301
134.52,289,300
134.63,290,298
134.75,289,293
134.86,290,289
134.97,290,288
135.09,288,288
135.21,286,282
135.33,284,277
135.44,283,274
135.57,284,274
135.68,285,276
135.79,285,277
135.9,285,278
136.02,285,279
136.13,285,280
136.26,286,281
136.37,286,275
136.49,287,268
136.6,287,261
136.72,288,251
136.84,289,239
136.94,288,232
137.06,290,225
137.18,290,217
137.29,290,217
137.41,290,216
137.52,290,217
137.63,290,216
137.75,290,217
137.86,290,219
137.99,290,220
138.1,289,221
138.21,288,217
138.33,288,212
138.44,287,208
138.55,287,205
138.67,286,201
138.79,286,200
138.91,288,201
139.02,288,200
139.14,289,196
139.25,289,191
139.36,289,188
139.48,291,186
139.61,291,187
139.72,291,188
139.84,291,189
139.95,291,189
140.06,291,189
140.17,291,188
140.3,290,185
140.41,290,179
140.53,290,175
140.64,290,174
140.75,289,173
140.87,289,174
140.98,289,173
141.1,288,172
141.21,287,174
141.33,287,175
141.45,288,175
141.57,289,174
141.69,289,173
141.81,289,173
141.92,289,174
142.04,288,179
142.15,288,182
142.28,287,187
142.39,287,191
142.52,286,194
142.63,285,195
142.75,285,195
142.87,285,195
142.99,285,195
143.1,282,198
143.22,282,199
143.32,284,204
143.45,286,208
143.56,287,209
143.68,288,218
143.8,290,227
143.91,292,237
144.03,292,250
144.14,291,259
144.26,290,268
144.37,289,278
144.48,288,283
144.6,287,286
144.7,284,293
144.83,280,300
144.95,269,307
145.07,264,309
145.19,262,310
145.3,258,311
145.42,256,311
145.53,255,311
145.65,255,311
145.76,255,310
145.87,254,310
146,250,310
146.11,241,309
146.23,231,308
146.34,216,306
146.47,198,306
146.58,190,307
146.71,185,308
146.82,186,308
146.93,186,307
147.04,186,307
147.15,186,307
147.27,182,307
147.37,174,306
147.49,169,305
147.6,161,305
147.72,155,305
147.84,158,305
147.95,157,304
148.07,155,305
148.18,152,305
148.29,151,304
148.41,149,305
148.52,148,306
148.64,149,305
148.75,149,306
148.87,150,306
148.98,152,306
149.11,150,306
149.23,152,304
149.35,150,305
149.46,154,307
149.57,161,307
149.69,168,309
149.81,173,309
149.93,184,309
150.04,200,310
150.16,211,311
150.28,213,310
150.4,217,309
150.51,217,309
150.63,217,309
150.75,217,310
150.86,216,310
150.97,215,311
151.08,215,312
151.19,215,313
151.3,214,313
151.42,214,313
151.53,215,314
151.66,217,311
151.77,217,309
151.89,223,309
152.01,239,310
152.11,250,310
152.22,258,311
152.33,262,310
152.45,264,310
152.56,265,310
152.68,267,310
152.8,269,311
152.91,272,312
153.03,274,313
153.15,275,314
153.28,274,314
153.39,275,314
153.51,273,314
153.62,275,313
153.74,278,314
153.85,279,315
153.96,279,312
154.09,285,312
154.19,289,310
154.31,294,309
154.43,299,310
154.54,300,309
154.65,303,310
154.77,304,310
154.89,303,310
155.01,302,311
155.13,301,311
155.25,300,311
155.36,300,311
155.48,300,311
155.59,299,311
155.71,299,311
155.83,299,311
155.94,299,310
156.06,298,310
156.17,298,310
156.29,298,310
156.4,298,310
156.52,298,310
156.64,297,310
156.75,297,310
156.88,297,310
157,296,309
157.11,296,309
157.23,297,311
157.34,298,311
157.46,297,311
157.58,297,311
157.7,297,310
157.81,297,311
157.93,296,310
158.06,295,309
158.17,294,309
158.29,294,309
158.4,295,309
158.51,297,311
158.63,301,309
158.74,308,308
158.86,321,308
158.98,332,309
159.09,344,310
159.21,361,312
159.33,379,313
159.45,392,313
159.56,403,313
159.68,413,314
159.79,421,314
159.92,424,313
160.03,422,314
160.15,422,313
160.28,420,313
160.39,419,313
160.52,419,313
160.64,419,313
160.75,419,313
160.87,419,313
160.99,419,313
161.11,418,314
161.23,417,314
161.34,419,315
161.47,420,316
161.59,422,317
161.7,422,319
161.82,422,320
161.93,422,320
162.05,423,320
162.16,424,318
162.28,424,317
162.39,425,317
162.51,427,319
162.63,427,319
162.75,429,320
162.87,429,320
162.99,429,320
163.1,430,321
163.22,430,321
163.33,429,320
163.44,428,319
163.55,427,317
163.67,427,316
163.79,427,316
163.91,427,316
164.02,427,315
164.13,426,316
164.25,426,316
164.37,426,316
164.49,426,316
164.61,425,316
164.72,425,316
164.84,425,316
164.95,425,316
165.07,426,316
165.19,426,316
165.3,426,316
165.42,425,316
165.54,426,316
165.66,426,316
165.77,426,316
165.9,426,316
166.02,425,316
166.13,424,318
166.25,424,318
166.36,426,319
166.48,426,319
166.6,426,318
166.71,427,318
166.84,428,317
166.95,428,316
167.06,429,315
167.18,429,315
167.29,428,315
167.41,428,315
167.52,428,314
167.62,428,315
167.73,428,314
167.85,428,313
167.97,428,312
168.09,428,312
168.22,427,311
168.34,426,311
168.46,425,311
168.58,424,310
168.7,425,310
168.82,425,310
168.94,422,311
169.05,417,310
169.16,413,309
169.29,407,310
169.41,403,311
169.52,397,312
169.64,392,313
169.76,386,314
169.88,384,314
170,381,315
170.12,379,315
170.23,376,315
170.34,373,316
170.46,368,316
170.58,365,316
170.7,365,316
170.81,365,315
170.92,366,316
171.04,365,316
171.16,363,317
171.27,360,318
171.38,356,317
171.5,350,317
171.62,348,317
171.73,345,316
171.84,342,316
171.95,336,316
172.07,332,316
172.18,331,316
172.29,331,316
172.42,331,316
172.54,331,315
172.65,331,316
172.78,331,315
172.89,330,316
173.01,322,316
173.13,319,314
173.25,317,315
173.35,315,315
173.47,312,314
173.59,310,314
173.71,306,314
173.82,303,315
173.94,301,315
174.05,300,316
174.17,297,317
174.28,294,319
174.4,292,321
174.52,291,323
174.64,290,323
174.75,290,323
174.87,290,323
174.98,290,323
175.09,290,323
175.21,290,323
175.33,291,322
175.43,292,321
175.56,290,325
175.67,289,329
175.79,290,333
175.91,291,334
176.03,291,334
176.14,291,331
176.26,292,327
176.38,292,325
176.5,292,323
176.62,293,321
176.74,293,319
176.85,294,318
176.97,293,318
177.09,293,317
177.21,293,317
177.33,293,317
177.44,293,317
177.55,293,317
177.67,293,317
177.8,293,317
177.92,294,315
178.03,294,315
178.15,294,315
178.27,294,315
178.39,294,316
178.5,294,316
178.61,294,316
178.72,294,316
178.84,294,316
178.95,294,316
179.06,294,315
179.17,294,315
179.28,294,315
179.4,293,316
179.51,292,317
179.63,292,318
179.74,292,319
179.86,292,318
179.98,291,318
180.09,289,318
180.21,289,318
180.33,288,318
180.44,289,316
180.55,289,315
180.67,289,314
180.78,289,313
180.89,290,313
181,288,313
181.12,281,312
181.23,273,310
181.34,261,310
181.46,245,309
181.57,233,308
181.68,221,308
181.8,203,308
181.91,192,307
182.04,180,308
182.15,175,309
182.27,174,310
182.38,174,310
182.51,170,308
182.62,165,306
182.75,160,306
182.87,159,306
182.99,156,306
183.11,155,305
183.22,154,305
183.33,154,305
183.45,154,305
183.57,153,305
183.69,153,305
183.8,154,304
183.91,154,304
184.04,154,304
184.15,154,304
184.26,153,304
184.41,154,304
184.52,152,304
184.64,153,304
184.79,156,306
184.91,154,306
185.02,154,306
185.14,153,307
185.26,153,307
185.38,153,306
185.5,153,307
185.62,153,306
185.73,154,307
185.85,153,307
185.96,153,306
186.08,156,305
186.2,160,305
186.3,160,305
186.43,162,305
186.54,169,306
186.66,179,306
186.78,189,307
186.9,196,307
187.01,204,308
187.13,215,307
187.24,222,308
187.38,225,308
187.49,231,308
187.6,234,307
187.72,237,307
187.84,241,307
187.95,246,307
188.07,249,307
188.2,251,306
188.32,253,306
188.43,255,306
188.54,257,306
188.66,260,306
188.78,262,306
188.89,263,306
189.02,265,306
189.13,265,306
189.24,264,306
189.36,265,306
189.48,264,306
189.6,263,306
189.72,263,306
189.83,263,305
189.95,263,305
190.06,262,306
190.18,261,306
190.3,261,306
190.42,262,306
190.53,263,306
190.65,263,306
190.77,264,305
190.89,269,304
191.01,272,304
191.12,275,303
191.24,276,300
191.35,276,298
191.46,276,300
191.58,276,301
191.69,275,302
191.81,276,302
191.93,275,302
192.05,276,302
192.16,276,301
192.27,275,301
192.38,275,301
192.51,275,302
192.63,275,301
192.74,275,302
192.86,276,301
192.99,276,302
193.11,277,302
193.21,277,302
193.33,278,302
193.45,278,302
193.57,278,301
193.68,278,301
193.8,278,301
193.92,278,303
194.03,278,304
194.14,278,305
194.26,279,306
194.38,278,307
194.51,278,307
194.62,278,306
194.74,278,306
194.86,279,306
194.98,278,306
195.1,278,306
195.22,278,307
195.34,278,306
195.45,278,305
195.57,279,305
195.69,279,304
195.8,279,303
195.93,279,302
196.05,279,301
196.16,279,302
196.28,279,302
196.4,279,301
196.51,279,302
196.63,279,302
196.75,280,304
196.86,281,305
196.97,279,307
197.08,278,307
197.2,275,307
197.32,273,307
197.43,273,307
197.55,273,308
197.65,273,308
197.77,273,308
197.88,273,309
197.99,276,309
198.1,276,309
198.23,277,309
198.34,277,308
198.46,278,307
198.58,278,306
198.7,279,304
198.81,279,304
198.92,279,302
199.03,279,302
199.15,279,302
199.26,279,302
199.37,279,301
199.49,279,301
199.61,279,301
199.72,279,301
199.83,279,300
199.94,279,301
200.06,279,301
200.19,280,304
200.3,282,304
200.42,281,307
200.53,280,308
200.65,279,308
200.77,279,308
200.89,279,310
201.01,279,309
201.12,279,309
201.25,279,309
201.36,279,308
201.47,279,307
201.59,279,308
201.7,280,310
201.82,279,309
201.94,279,309
202.06,279,308
202.18,280,308
202.29,282,304
202.4,283,300
202.52,283,298
202.65,283,297
202.77,283,297
202.9,284,298
203.02,285,298
203.13,285,299
203.26,283,299
203.38,283,303
203.49,285,305
203.61,290,305
203.72,297,306
203.84,302,307
203.95,306,309
204.05,318,311
204.17,333,312
204.29,342,312
